'대여일자','사용자코드','성별','연령대코드','신규가입자수'
'2018-05-25','회원-내국인','F','70대~',3
'2018-05-25','회원-내국인','M','70대~',2
'2018-05-26','회원-내국인','F','~10대',86
'2018-05-26','회원-내국인','M','~10대',53
'2018-05-26','회원-내국인','F','20대',974
'2018-05-26','회원-내국인','M','20대',835
'2018-05-26','회원-내국인','F','30대',317
'2018-05-26','회원-내국인','M','30대',425
'2018-05-26','회원-내국인','F','40대',129
'2018-05-26','회원-내국인','M','40대',171
'2018-05-26','회원-내국인','F','50대',65
'2018-05-26','회원-내국인','M','50대',74
'2018-05-26','회원-내국인','F','60대',6
'2018-05-26','회원-내국인','M','60대',5
'2018-05-26','회원-내국인','F','70대~',3
'2018-05-26','회원-내국인','M','70대~',2
'2018-05-27','회원-내국인','F','~10대',96
'2018-05-27','회원-내국인','M','~10대',56
'2018-05-27','회원-내국인','F','20대',989
'2018-05-27','회원-내국인','M','20대',872
'2018-05-27','회원-내국인','F','30대',398
'2018-05-27','회원-내국인','M','30대',500
'2018-05-27','회원-내국인','F','40대',184
'2018-05-27','회원-내국인','M','40대',217
'2018-05-27','회원-내국인','F','50대',88
'2018-05-27','회원-내국인','M','50대',80
'2018-05-27','회원-내국인','F','60대',10
'2018-05-27','회원-내국인','M','60대',22
'2018-05-27','회원-내국인','F','70대~',8
'2018-05-27','회원-내국인','M','70대~',1
'2018-05-28','회원-내국인','F','~10대',44
'2018-05-28','회원-내국인','M','~10대',31
'2018-05-28','회원-내국인','F','20대',685
'2018-05-28','회원-내국인','M','20대',449
'2018-05-28','회원-내국인','F','30대',219
'2018-05-28','회원-내국인','M','30대',272
'2018-05-28','회원-내국인','F','40대',88
'2018-05-28','회원-내국인','M','40대',141
'2018-05-28','회원-내국인','F','50대',51
'2018-05-28','회원-내국인','M','50대',57
'2018-05-28','회원-내국인','F','60대',10
'2018-05-28','회원-내국인','M','60대',15
'2018-05-28','회원-내국인','','70대~',1
'2018-05-28','회원-내국인','F','70대~',2
'2018-05-28','회원-내국인','M','70대~',2
'2018-05-29','회원-내국인','F','~10대',35
'2018-05-29','회원-내국인','M','~10대',21
'2018-05-29','회원-내국인','F','20대',402
'2018-05-29','회원-내국인','M','20대',281
'2018-05-29','회원-내국인','F','30대',157
'2018-05-29','회원-내국인','M','30대',189
'2018-05-29','회원-내국인','F','40대',76
'2018-05-29','회원-내국인','M','40대',123
'2018-05-29','회원-내국인','F','50대',42
'2018-05-29','회원-내국인','M','50대',56
'2018-05-29','회원-내국인','F','60대',6
'2018-05-29','회원-내국인','M','60대',12
'2018-05-29','회원-내국인','','70대~',2
'2018-05-29','회원-내국인','F','70대~',2
'2018-05-29','회원-내국인','M','70대~',4
'2018-05-30','회원-내국인','F','~10대',41
'2018-05-30','회원-내국인','M','~10대',24
'2018-05-30','회원-내국인','F','20대',561
'2018-05-30','회원-내국인','M','20대',437
'2018-05-30','회원-내국인','F','30대',180
'2018-05-30','회원-내국인','M','30대',247
'2018-05-30','회원-내국인','F','40대',81
'2018-05-30','회원-내국인','M','40대',140
'2018-05-30','회원-내국인','F','50대',41
'2018-05-30','회원-내국인','M','50대',72
'2018-05-30','회원-내국인','F','60대',7
'2018-05-30','회원-내국인','M','60대',15
'2018-05-30','회원-내국인','F','70대~',3
'2018-05-30','회원-내국인','M','70대~',4
'2018-05-31','회원-내국인','F','~10대',58
'2018-05-31','회원-내국인','M','~10대',21
'2018-05-31','회원-내국인','F','20대',672
'2018-05-31','회원-내국인','M','20대',480
'2018-05-31','회원-내국인','F','30대',187
'2018-05-31','회원-내국인','M','30대',220
'2018-05-31','회원-내국인','F','40대',82
'2018-05-31','회원-내국인','M','40대',115
'2018-05-31','회원-내국인','F','50대',34
'2018-05-31','회원-내국인','M','50대',45
'2018-05-31','회원-내국인','F','60대',7
'2018-05-31','회원-내국인','M','60대',10
'2018-05-31','회원-내국인','F','70대~',18
'2018-05-31','회원-내국인','M','70대~',23
'2018-06-01','회원-내국인','F','~10대',66
'2018-06-01','회원-내국인','M','~10대',45
'2018-06-01','회원-내국인','F','20대',679
'2018-06-01','회원-내국인','M','20대',528
'2018-06-01','회원-내국인','F','30대',207
'2018-06-01','회원-내국인','M','30대',273
'2018-06-01','회원-내국인','F','40대',82
'2018-06-01','회원-내국인','M','40대',122
'2018-06-01','회원-내국인','F','50대',35
'2018-06-01','회원-내국인','M','50대',50
'2018-06-01','회원-내국인','F','60대',5
'2018-06-01','회원-내국인','M','60대',14
'2018-06-01','회원-내국인','F','70대~',2
'2018-06-01','회원-내국인','M','70대~',1
'2018-06-02','회원-내국인','F','~10대',94
'2018-06-02','회원-내국인','M','~10대',80
'2018-06-02','회원-내국인','F','20대',1109
'2018-06-02','회원-내국인','M','20대',907
'2018-06-02','회원-내국인','F','30대',383
'2018-06-02','회원-내국인','M','30대',448
'2018-06-02','회원-내국인','F','40대',147
'2018-06-02','회원-내국인','M','40대',182
'2018-06-02','회원-내국인','F','50대',68
'2018-06-02','회원-내국인','M','50대',57
'2018-06-02','회원-내국인','F','60대',18
'2018-06-02','회원-내국인','M','60대',12
'2018-06-02','회원-내국인','F','70대~',4
'2018-06-02','회원-내국인','M','70대~',4
'2018-06-03','회원-내국인','F','~10대',113
'2018-06-03','회원-내국인','M','~10대',67
'2018-06-03','회원-내국인','F','20대',1026
'2018-06-03','회원-내국인','M','20대',909
'2018-06-03','회원-내국인','F','30대',348
'2018-06-03','회원-내국인','M','30대',453
'2018-06-03','회원-내국인','F','40대',146
'2018-06-03','회원-내국인','M','40대',232
'2018-06-03','회원-내국인','F','50대',62
'2018-06-03','회원-내국인','M','50대',77
'2018-06-03','회원-내국인','F','60대',11
'2018-06-03','회원-내국인','M','60대',13
'2018-06-03','회원-내국인','F','70대~',3
'2018-06-03','회원-내국인','M','70대~',2
'2018-06-04','회원-내국인','F','~10대',52
'2018-06-04','회원-내국인','M','~10대',41
'2018-06-04','회원-내국인','F','20대',693
'2018-06-04','회원-내국인','M','20대',523
'2018-06-04','회원-내국인','F','30대',248
'2018-06-04','회원-내국인','M','30대',277
'2018-06-04','회원-내국인','F','40대',85
'2018-06-04','회원-내국인','M','40대',142
'2018-06-04','회원-내국인','F','50대',31
'2018-06-04','회원-내국인','M','50대',52
'2018-06-04','회원-내국인','F','60대',15
'2018-06-04','회원-내국인','M','60대',16
'2018-06-04','회원-내국인','F','70대~',2
'2018-06-04','회원-내국인','M','70대~',3
'2018-06-05','회원-내국인','F','~10대',59
'2018-06-05','회원-내국인','M','~10대',36
'2018-06-05','회원-내국인','F','20대',719
'2018-06-05','회원-내국인','M','20대',501
'2018-06-05','회원-내국인','F','30대',229
'2018-06-05','회원-내국인','M','30대',269
'2018-06-05','회원-내국인','F','40대',87
'2018-06-05','회원-내국인','M','40대',159
'2018-06-05','회원-내국인','F','50대',46
'2018-06-05','회원-내국인','M','50대',57
'2018-06-05','회원-내국인','F','60대',6
'2018-06-05','회원-내국인','M','60대',9
'2018-06-05','회원-내국인','F','70대~',3
'2018-06-05','회원-내국인','M','70대~',4
'2018-06-06','회원-내국인','F','~10대',79
'2018-06-06','회원-내국인','M','~10대',86
'2018-06-06','회원-내국인','F','20대',1266
'2018-06-06','회원-내국인','M','20대',968
'2018-06-06','회원-내국인','F','30대',446
'2018-06-06','회원-내국인','M','30대',548
'2018-06-06','회원-내국인','F','40대',178
'2018-06-06','회원-내국인','M','40대',246
'2018-06-06','회원-내국인','F','50대',81
'2018-06-06','회원-내국인','M','50대',90
'2018-06-06','회원-내국인','F','60대',13
'2018-06-06','회원-내국인','M','60대',20
'2018-06-06','회원-내국인','F','70대~',17
'2018-06-06','회원-내국인','M','70대~',14
'2018-06-07','회원-내국인','F','~10대',42
'2018-06-07','회원-내국인','M','~10대',32
'2018-06-07','회원-내국인','F','20대',591
'2018-06-07','회원-내국인','M','20대',457
'2018-06-07','회원-내국인','F','30대',190
'2018-06-07','회원-내국인','M','30대',271
'2018-06-07','회원-내국인','F','40대',89
'2018-06-07','회원-내국인','M','40대',126
'2018-06-07','회원-내국인','F','50대',48
'2018-06-07','회원-내국인','M','50대',60
'2018-06-07','회원-내국인','F','60대',10
'2018-06-07','회원-내국인','M','60대',15
'2018-06-07','회원-내국인','F','70대~',6
'2018-06-07','회원-내국인','M','70대~',5
'2018-06-08','회원-내국인','F','~10대',51
'2018-06-08','회원-내국인','M','~10대',42
'2018-06-08','회원-내국인','F','20대',634
'2018-06-08','회원-내국인','M','20대',520
'2018-06-08','회원-내국인','F','30대',214
'2018-06-08','회원-내국인','M','30대',290
'2018-06-08','회원-내국인','F','40대',83
'2018-06-08','회원-내국인','M','40대',135
'2018-06-08','회원-내국인','F','50대',51
'2018-06-08','회원-내국인','M','50대',55
'2018-06-08','회원-내국인','F','60대',15
'2018-06-08','회원-내국인','M','60대',18
'2018-06-08','회원-내국인','F','70대~',2
'2018-06-08','회원-내국인','M','70대~',1
'2018-06-09','회원-내국인','F','~10대',64
'2018-06-09','회원-내국인','M','~10대',36
'2018-06-09','회원-내국인','F','20대',629
'2018-06-09','회원-내국인','M','20대',568
'2018-06-09','회원-내국인','F','30대',248
'2018-06-09','회원-내국인','M','30대',342
'2018-06-09','회원-내국인','F','40대',119
'2018-06-09','회원-내국인','M','40대',184
'2018-06-09','회원-내국인','F','50대',50
'2018-06-09','회원-내국인','M','50대',63
'2018-06-09','회원-내국인','F','60대',3
'2018-06-09','회원-내국인','M','60대',9
'2018-06-09','회원-내국인','','70대~',1
'2018-06-09','회원-내국인','F','70대~',3
'2018-06-09','회원-내국인','M','70대~',6
'2018-06-10','회원-내국인','F','~10대',70
'2018-06-10','회원-내국인','M','~10대',54
'2018-06-10','회원-내국인','F','20대',811
'2018-06-10','회원-내국인','M','20대',692
'2018-06-10','회원-내국인','F','30대',395
'2018-06-10','회원-내국인','M','30대',439
'2018-06-10','회원-내국인','F','40대',175
'2018-06-10','회원-내국인','M','40대',241
'2018-06-10','회원-내국인','F','50대',71
'2018-06-10','회원-내국인','M','50대',92
'2018-06-10','회원-내국인','F','60대',10
'2018-06-10','회원-내국인','M','60대',13
'2018-06-10','회원-내국인','F','70대~',8
'2018-06-10','회원-내국인','M','70대~',3
'2018-06-11','회원-내국인','F','~10대',24
'2018-06-11','회원-내국인','M','~10대',29
'2018-06-11','회원-내국인','F','20대',290
'2018-06-11','회원-내국인','M','20대',286
'2018-06-11','회원-내국인','F','30대',143
'2018-06-11','회원-내국인','M','30대',182
'2018-06-11','회원-내국인','F','40대',67
'2018-06-11','회원-내국인','M','40대',120
'2018-06-11','회원-내국인','F','50대',30
'2018-06-11','회원-내국인','M','50대',39
'2018-06-11','회원-내국인','F','60대',6
'2018-06-11','회원-내국인','M','60대',4
'2018-06-11','회원-내국인','F','70대~',5
'2018-06-11','회원-내국인','M','70대~',4
'2018-06-12','회원-내국인','F','~10대',28
'2018-06-12','회원-내국인','M','~10대',30
'2018-06-12','회원-내국인','F','20대',488
'2018-06-12','회원-내국인','M','20대',386
'2018-06-12','회원-내국인','F','30대',177
'2018-06-12','회원-내국인','M','30대',247
'2018-06-12','회원-내국인','F','40대',72
'2018-06-12','회원-내국인','M','40대',85
'2018-06-12','회원-내국인','F','50대',34
'2018-06-12','회원-내국인','M','50대',46
'2018-06-12','회원-내국인','F','60대',8
'2018-06-12','회원-내국인','M','60대',5
'2018-06-12','회원-내국인','','70대~',1
'2018-06-12','회원-내국인','F','70대~',1
'2018-06-12','회원-내국인','M','70대~',3
'2018-06-13','회원-내국인','F','~10대',48
'2018-06-13','회원-내국인','M','~10대',40
'2018-06-13','회원-내국인','F','20대',675
'2018-06-13','회원-내국인','M','20대',573
'2018-06-13','회원-내국인','F','30대',328
'2018-06-13','회원-내국인','M','30대',458
'2018-06-13','회원-내국인','F','40대',161
'2018-06-13','회원-내국인','M','40대',261
'2018-06-13','회원-내국인','F','50대',74
'2018-06-13','회원-내국인','M','50대',72
'2018-06-13','회원-내국인','F','60대',10
'2018-06-13','회원-내국인','M','60대',17
'2018-06-13','회원-내국인','F','70대~',8
'2018-06-13','회원-내국인','M','70대~',7
'2018-06-14','회원-내국인','F','~10대',19
'2018-06-14','회원-내국인','M','~10대',22
'2018-06-14','회원-내국인','F','20대',307
'2018-06-14','회원-내국인','M','20대',288
'2018-06-14','회원-내국인','F','30대',123
'2018-06-14','회원-내국인','M','30대',172
'2018-06-14','회원-내국인','F','40대',59
'2018-06-14','회원-내국인','M','40대',71
'2018-06-14','회원-내국인','F','50대',39
'2018-06-14','회원-내국인','M','50대',30
'2018-06-14','회원-내국인','F','60대',2
'2018-06-14','회원-내국인','M','60대',13
'2018-06-14','회원-내국인','F','70대~',2
'2018-06-15','회원-내국인','F','~10대',49
'2018-06-15','회원-내국인','M','~10대',24
'2018-06-15','회원-내국인','F','20대',532
'2018-06-15','회원-내국인','M','20대',444
'2018-06-15','회원-내국인','F','30대',191
'2018-06-15','회원-내국인','M','30대',288
'2018-06-15','회원-내국인','F','40대',89
'2018-06-15','회원-내국인','M','40대',154
'2018-06-15','회원-내국인','F','50대',45
'2018-06-15','회원-내국인','M','50대',81
'2018-06-15','회원-내국인','F','60대',7
'2018-06-15','회원-내국인','M','60대',16
'2018-06-15','회원-내국인','','70대~',114
'2018-06-15','회원-내국인','F','70대~',4
'2018-06-15','회원-내국인','M','70대~',3
'2018-06-16','회원-내국인','F','~10대',82
'2018-06-16','회원-내국인','M','~10대',51
'2018-06-16','회원-내국인','F','20대',1048
'2018-06-16','회원-내국인','M','20대',849
'2018-06-16','회원-내국인','F','30대',413
'2018-06-16','회원-내국인','M','30대',525
'2018-06-16','회원-내국인','F','40대',207
'2018-06-16','회원-내국인','M','40대',244
'2018-06-16','회원-내국인','F','50대',76
'2018-06-16','회원-내국인','M','50대',81
'2018-06-16','회원-내국인','F','60대',18
'2018-06-16','회원-내국인','M','60대',37
'2018-06-16','회원-내국인','F','70대~',8
'2018-06-16','회원-내국인','M','70대~',7
'2018-06-17','회원-내국인','F','~10대',73
'2018-06-17','회원-내국인','M','~10대',57
'2018-06-17','회원-내국인','F','20대',980
'2018-06-17','회원-내국인','M','20대',846
'2018-06-17','회원-내국인','F','30대',384
'2018-06-17','회원-내국인','M','30대',517
'2018-06-17','회원-내국인','F','40대',184
'2018-06-17','회원-내국인','M','40대',264
'2018-06-17','회원-내국인','F','50대',72
'2018-06-17','회원-내국인','M','50대',76
'2018-06-17','회원-내국인','F','60대',16
'2018-06-17','회원-내국인','M','60대',22
'2018-06-17','회원-내국인','F','70대~',6
'2018-06-17','회원-내국인','M','70대~',8
'2018-06-18','회원-내국인','F','~10대',16
'2018-06-18','회원-내국인','M','~10대',17
'2018-06-18','회원-내국인','F','20대',223
'2018-06-18','회원-내국인','M','20대',197
'2018-06-18','회원-내국인','F','30대',78
'2018-06-18','회원-내국인','M','30대',95
'2018-06-18','회원-내국인','F','40대',34
'2018-06-18','회원-내국인','M','40대',51
'2018-06-18','회원-내국인','F','50대',15
'2018-06-18','회원-내국인','M','50대',20
'2018-06-18','회원-내국인','F','60대',2
'2018-06-18','회원-내국인','M','60대',5
'2018-06-18','회원-내국인','','70대~',797
'2018-06-18','회원-내국인','F','70대~',1
'2018-06-18','회원-내국인','M','70대~',2
'2018-06-19','회원-내국인','F','~10대',43
'2018-06-19','회원-내국인','M','~10대',47
'2018-06-19','회원-내국인','F','20대',487
'2018-06-19','회원-내국인','M','20대',405
'2018-06-19','회원-내국인','F','30대',176
'2018-06-19','회원-내국인','M','30대',264
'2018-06-19','회원-내국인','F','40대',67
'2018-06-19','회원-내국인','M','40대',122
'2018-06-19','회원-내국인','F','50대',47
'2018-06-19','회원-내국인','M','50대',49
'2018-06-19','회원-내국인','F','60대',7
'2018-06-19','회원-내국인','M','60대',14
'2018-06-19','회원-내국인','','70대~',253
'2018-06-19','회원-내국인','F','70대~',3
'2018-06-19','회원-내국인','M','70대~',2
'2018-06-20','회원-내국인','F','~10대',16
'2018-06-20','회원-내국인','M','~10대',16
'2018-06-20','회원-내국인','F','20대',247
'2018-06-20','회원-내국인','M','20대',227
'2018-06-20','회원-내국인','F','30대',104
'2018-06-20','회원-내국인','M','30대',121
'2018-06-20','회원-내국인','F','40대',51
'2018-06-20','회원-내국인','M','40대',85
'2018-06-20','회원-내국인','F','50대',23
'2018-06-20','회원-내국인','M','50대',33
'2018-06-20','회원-내국인','F','60대',5
'2018-06-20','회원-내국인','M','60대',6
'2018-06-20','회원-내국인','','70대~',1131
'2018-06-20','회원-내국인','F','70대~',2
'2018-06-21','회원-내국인','','70대~',2828
'2018-06-22','회원-내국인','','70대~',3335
'2018-06-23','회원-내국인','','70대~',4526
'2018-06-24','회원-내국인','','70대~',4408
'2018-06-25','회원-내국인','','70대~',2684
'2018-06-26','회원-내국인','','70대~',635
'2018-06-27','회원-내국인','','70대~',2000
'2018-06-28','회원-내국인','','70대~',1238
'2018-06-29','회원-내국인','','70대~',2556
'2018-06-30','회원-내국인','','70대~',2094
'2018-07-01','회원-내국인','','70대~',689
'2018-07-02','회원-내국인','','70대~',528
'2018-07-02','회원-내국인','F','70대~',2
'2018-07-03','회원-내국인','','70대~',2254
'2018-07-04','회원-내국인','','70대~',2596
'2018-07-05','회원-내국인','','70대~',2250
'2018-07-06','회원-내국인','','70대~',3099
'2018-07-07','회원-내국인','','70대~',5428
'2018-07-08','회원-내국인','','70대~',5706
'2018-07-09','회원-내국인','','70대~',895
'2018-07-10','회원-내국인','','70대~',1347
'2018-07-11','회원-내국인','','70대~',1856
'2018-07-12','회원-내국인','','70대~',2372
'2018-07-13','회원-내국인','','70대~',2539
'2018-07-14','회원-내국인','','70대~',3446
'2018-07-15','회원-내국인','','70대~',2937
'2018-07-16','회원-내국인','','70대~',2161
'2018-07-17','회원-내국인','','70대~',2133
'2018-07-18','회원-내국인','','70대~',2123
'2018-07-19','회원-내국인','','70대~',2194
